"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","T3-EIC(+)[M+H]_Substance02 Rt(min)","T3-EIC(+)[M+H]_Substance02 AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","T3-EIC(+)[M+H]_caffeine Rt(min)","T3-EIC(+)[M+H]_caffeine AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","T1-EIC(+)[M+H]_Substance02 Rt(min)","T1-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance04 Rt(min)","T2-EIC(+)[M+H]_Substance04 AreaAbs","T3-EIC(+)[M+H]_Substance05 Rt(min)","T3-EIC(+)[M+H]_Substance05 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs"
"H11","H11.raw","1/11/2021 3:57:32 PM","168","","YS0500304","","Yuning",0.283,43795.25744,0.377,15566.98141,0.348,68198.15855,0.425,97653.46166,0.516,7399.73199,0.534,16109.76159,0.846,3966.47786,0.352,112153.38910,0.427,188594.57736,0,0,0,0,0,0,0,0,0.492,13891.17536,0.496,80050.53927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I11","I11.raw","1/11/2021 3:59:56 PM","169","","YS0500304","","Yuning",0.286,72582.17271,0.401,5740.87528,0.351,85085.11953,0.427,98101.64219,0.494,27794.59385,0.526,4220.42872,0.549,15310.22051,0.354,115844.91132,0.431,176705.76658,0.671,3592.81664,0.703,6374.97517,0.837,13322.43485,0,0,0,0,0,0,0,0,0,0,0,0,0.883,4858.98818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J11","J11.raw","1/11/2021 4:01:44 PM","170","","YS0500304","","Yuning",0.283,53891.55845,0.404,27165.43340,0.347,95325.69186,0.423,183124.77073,0.535,7375.02740,0,0,0,0,0.350,165694.01786,0.427,330905.71831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L11","L11.raw","1/11/2021 4:05:20 PM","172","","YS0500304","","Yuning",0.283,47342.19076,0.376,146403.54235,0.346,72900.10242,0.416,72950.97550,0.400,25238.07783,0.627,21811.33152,0.847,4327.82009,0.350,141806.01146,0.425,57767.95177,0,0,0,0,0,0,0,0,0,0,0,0,0.381,8249.56723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M11","M11.raw","1/11/2021 4:07:08 PM","173","","YS0500304","","Yuning",0.283,52166.83263,0.376,71159.92331,0.347,110806.96510,0.423,198344.22809,0.476,5028.56207,0.484,7136.83867,0.514,6891.51397,0.352,190037.26922,0.427,409799.41531,0.534,6905.23833,0.857,6209.49036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N11","N11.raw","1/11/2021 4:08:56 PM","174","","YS0500304","","Yuning",0.281,33148.98963,0.298,11657.07814,0.346,68060.44756,0.422,42410.45536,0.376,90516.02024,0.483,8613.47990,0.535,8483.91278,0.350,139822.53522,0.427,87645.90092,0.857,7569.85678,0,0,0,0,0,0,0,0,0,0,0,0,0.381,4806.55308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O11","O11.raw","1/11/2021 4:10:44 PM","175","","YS0500304","","Yuning",0.283,41414.72706,0.376,16189.98673,0.348,78132.07813,0.423,154117.39537,0.484,13357.06278,0.519,5913.48945,0,0,0.352,136980.90562,0.427,326357.30305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P11","P11.raw","1/11/2021 4:12:32 PM","176","","YS0500304","","Yuning",0.283,43014.13414,0.377,62369.21578,0.347,74062.67476,0.423,116508.30868,0.483,9808.97251,0.514,6504.05888,0.533,7006.43936,0.350,139351.11607,0.427,244828.95027,0.862,6427.19263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A12","A12.raw","1/11/2021 4:14:19 PM","177","","YS0500304","","Yuning",0.286,77067.60669,0.471,6209.03741,0.348,79198.03561,0.424,193623.11035,0.484,5725.71307,0.539,9818.90253,0.562,6275.08864,0.352,123716.88311,0.427,385421.64753,0.845,4277.13580,0.890,6560.09211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B12","B12.raw","1/11/2021 4:16:07 PM","178","","YS0500304","","Yuning",0.283,45713.65610,0.329,40481.27901,0.348,92489.45815,0.423,106442.32867,0.370,9246.83657,0.473,5276.18535,0.534,12607.65445,0.352,140876.77477,0.427,236045.00235,0.558,3749.52506,0.840,4013.11063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12","C12.raw","1/11/2021 4:17:55 PM","179","","YS0500304","","Yuning",0.283,45788.99205,0.398,16811.34176,0.347,98809.53119,0.424,289064.66336,0.469,8600.47961,0.483,15735.86514,0.543,40220.14620,0.350,164470.33314,0.427,600995.82652,0.735,38009.97299,0.865,9308.34537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D12","D12.raw","1/11/2021 4:19:43 PM","180","","YS0500304","","Yuning",0.281,33169.99916,0.394,6274.59687,0.348,71458.54548,0.422,28799.15102,0.468,104346.04854,0.493,12693.90121,0.515,13248.89921,0.350,90749.39811,0.427,61383.50530,0.673,4057.35593,0.846,3626.76827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E12","E12.raw","1/11/2021 4:21:31 PM","181","","YS0500304","","Yuning",0.285,41536.82888,0.486,4578.11239,0.348,58133.05311,0.424,112419.05020,0.516,3581.16591,0.536,7331.32114,0.558,16034.36323,0.350,88029.31427,0.427,259091.62686,0.587,16866.65893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F12","F12.raw","1/11/2021 4:23:19 PM","182","","YS0500304","","Yuning",0.283,35960.64533,0.485,6691.07108,0.348,43623.34552,0.423,102828.65318,0.516,3016.72051,0.533,3549.13256,0.557,3272.50685,0.350,68690.62241,0.427,255576.58995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G12","G12.raw","1/11/2021 4:25:07 PM","183","","YS0500304","","Yuning",0.285,32520.82915,0.369,14882.94689,0.350,40610.84342,0.423,35317.24353,0.488,3455.53541,0.515,3056.50782,0.533,7341.16980,0.352,41177.57993,0.427,80011.74958,0.555,5565.49310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H12","H12.raw","1/11/2021 4:26:55 PM","184","","YS0500304","","Yuning",0.284,32153.37054,0.521,6314.27775,0.349,53668.09475,0.424,92795.37922,0.559,3767.25131,0,0,0,0,0.352,78519.59818,0.427,197690.87075,0,0,0,0,0,0,0,0,0.491,8887.21244,0.496,56140.47575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I12","I12.raw","1/11/2021 4:28:43 PM","185","","YS0500304","","Yuning",0.286,46994.13575,0.489,5729.90984,0.350,56386.07524,0.423,49188.30885,0.534,10423.86710,0,0,0,0,0.352,55016.69184,0.427,120267.65599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J12","J12.raw","1/11/2021 4:30:31 PM","186","","YS0500304","","Yuning",0.283,35583.44729,0.376,5350.85581,0.349,58254.38392,0.424,144403.34581,0.469,7589.95640,0.486,4271.45616,0.516,4403.16075,0.352,87663.93646,0.427,341077.18099,0.557,3512.00241,0.881,10864.70797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K12","K12.raw","1/11/2021 4:32:19 PM","187","","YS0500304","","Yuning",0.283,39329.96906,0.376,8202.72301,0.348,66966.00308,0.423,168310.63555,0.468,4831.79792,0.486,9265.56607,0.517,7083.18967,0.350,111242.71636,0.427,368865.94024,0.535,5597.21839,0.851,4722.12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L12","L12.raw","1/11/2021 4:34:06 PM","188","","YS0500304","","Yuning",0.282,33875.61760,0.375,8432.98608,0.348,82105.47398,0.422,82315.99580,0.399,52250.01417,0.438,24429.13820,0.516,9345.00610,0.352,135801.48758,0.427,178651.80818,0.848,9281.75014,0.913,3365.44539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M12","M12.raw","1/11/2021 4:35:53 PM","189","","YS0500304","","Yuning",0.284,36840.56224,0.474,20660.77784,0.348,105777.64703,0.424,300909.30385,0.856,7048.11428,0,0,0,0,0.350,166760.98940,0.427,628404.08002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N12","N12.raw","1/11/2021 4:37:40 PM","190","","YS0500304","","Yuning",0.283,32362.04068,0.328,7388.90630,0.348,135864.85759,0.423,299097.40742,0.475,13990.26339,0,0,0,0,0.352,215179.70944,0.427,589088.13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O12","O12.raw","1/11/2021 4:39:28 PM","191","","YS0500304","","Yuning",0.284,40867.78168,0.376,9556.21891,0.348,118421.35754,0.425,263900.79358,0.476,46278.62458,0.566,18122.87782,0,0,0.352,188606.91183,0.429,538041.96252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P12","P12.raw","1/11/2021 4:47:04 PM","192","","YS0500304","","Yuning",0,0,0,0,0.348,109074.48235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13","A13.raw","1/11/2021 4:49:08 PM","193","","YS0500304","","Yuning",0.284,62392.74553,0.329,72662.80111,0.347,108154.57868,0.424,155598.84484,0.373,19517.68905,0.474,13304.75209,0.491,181838.36759,0.350,171372.65766,0.427,318026.03182,0.564,11829.83265,0.892,7530.48455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B13","B13.raw","1/11/2021 4:50:56 PM","194","","YS0500304","","Yuning",0.279,99803.79592,0.329,31780.16648,0.347,72704.14655,0.424,141975.87570,0.491,41396.52798,0.565,7591.05378,0.695,4260.39423,0.350,111763.52853,0.427,234849.68282,0.861,4920.01769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C13","C13.raw","1/11/2021 4:52:44 PM","195","","YS0500304","","Yuning",0.285,40744.27770,0.329,7998.37581,0.348,65383.47716,0.424,173064.88790,0.395,9788.56503,0.490,40680.34089,0.543,43930.58594,0.352,102895.52441,0.427,347613.50199,0.735,7154.52405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D13","D13.raw","1/11/2021 4:54:32 PM","196","","YS0500304","","Yuning",0.285,37190.09412,0.330,9670.36729,0.349,55621.85521,0.424,71397.03372,0.467,4347.05744,0.490,20452.52214,0.519,11356.23415,0.352,85296.15706,0.427,112759.50533,0.548,3835.41186,0.567,17029.01574,0.605,3025.31099,0,0,0,0,0,0,0,0,0,0,0,0,0.858,11214.05889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E13","E13.raw","1/11/2021 4:56:20 PM","197","","YS0500304","","Yuning",0.283,33769.54175,0.489,12049.64364,0.350,39487.66886,0.424,81555.36119,0.520,5217.35396,0.563,3104.18966,0.587,17991.79039,0.352,56806.48657,0.427,188814.62487,0.856,9339.86048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F13","F13.raw","1/11/2021 4:58:08 PM","198","","YS0500304","","Yuning",0.284,41860.79228,0.331,5556.76982,0.350,37841.82943,0.425,105546.57681,0.492,14929.25156,0.522,3687.93421,0.566,4974.24128,0.354,50031.64688,0.429,198343.01415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13","G13.raw","1/11/2021 4:59:56 PM","199","","YS0500304","","Yuning",0.284,31660.32273,0.490,6337.73682,0.350,27118.67472,0.424,34901.39239,0.520,4815.24330,0.553,3149.18410,0.567,4872.52616,0.352,25828.96533,0.427,71153.98359,0.851,4592.50740,0.895,6371.93838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H13","H13.raw","1/11/2021 5:01:43 PM","200","","YS0500304","","Yuning",0.283,33510.43622,0.473,12747.72074,0.348,30427.16271,0.423,49459.53135,0.533,3687.56962,0.864,12441.78268,0,0,0.350,36706.14113,0.427,110014.04750,0,0,0,0,0,0,0,0,0.490,14035.36210,0.493,48598.59180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I13","I13.raw","1/11/2021 5:03:31 PM","201","","YS0500304","","Yuning",0.281,98011.54675,0.391,8370.71983,0.349,55894.30920,0.424,84906.23438,0.490,65862.67798,0.553,7853.54611,0.851,4540.57369,0.352,82088.52743,0.427,150390.08692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J13","J13.raw","1/11/2021 5:05:19 PM","202","","YS0500304","","Yuning",0.284,53977.05343,0.331,34319.29598,0.349,90849.28602,0.425,225840.31537,0.491,81742.93614,0.566,11743.10354,0.592,5253.94661,0.352,132261.04289,0.429,457515.65434,0.881,9206.33573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K13","K13.raw","1/11/2021 5:07:06 PM","203","","YS0500304","","Yuning",0.284,67377.45073,0.330,13700.35875,0.349,77397.44866,0.426,244078.96443,0.492,34577.15837,0.566,7397.78160,0.696,5032.81932,0.354,128805.95605,0.429,451180.38827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L13","L13.raw","1/11/2021 5:08:52 PM","204","","YS0500304","","Yuning",0.284,40134.50541,0.374,4409.07747,0.347,69801.06480,0.423,149899.42531,0.401,22921.72133,0.479,23615.40576,0.581,11204.61057,0.352,124132.24194,0.427,320448.83076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M13","M13.raw","1/11/2021 5:10:40 PM","205","","YS0500304","","Yuning",0.283,39862.07473,0.479,72459.92675,0.348,102845.44816,0.424,284454.08431,0.565,6508.18070,0.855,5914.16014,0,0,0.352,163484.46797,0.427,553372.64234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N13","N13.raw","1/11/2021 5:12:26 PM","206","","YS0500304","","Yuning",0.283,36376.93375,0.329,18976.90667,0.348,125745.33182,0.423,321294.69403,0.373,11173.34022,0.474,90922.23181,0,0,0.352,182914.52744,0.427,662902.09257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O13","O13.raw","1/11/2021 5:14:13 PM","207","","YS0500304","","Yuning",0.284,41976.10584,0.329,6645.28987,0.348,121054.28746,0.424,329870.01624,0.491,79380.20666,0.519,7119.23943,0.549,7102.36258,0.350,174323.66141,0.427,514841.81875,0.565,10340.04631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P13","P13.raw","1/11/2021 5:16:00 PM","208","","YS0500304","","Yuning",0.284,41011.08954,0.328,38006.78236,0.347,150482.62896,0.423,372274.25434,0.374,17155.32095,0.489,112141.16380,0.567,47594.78877,0.352,217218.66148,0.427,691025.30441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A14","A14.raw","1/11/2021 5:17:47 PM","209","","YS0500304","","Yuning",0.285,67687.03672,0.373,7622.59440,0.349,52491.87871,0.424,130209.16431,0.477,35393.04112,0.540,4125.48800,0.841,4068.12278,0.352,84543.69313,0.427,289916.75746,0.890,6575.93191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B14","B14.raw","1/11/2021 5:19:35 PM","210","","YS0500304","","Yuning",0.284,66041.28158,0.330,122689.80599,0.348,128068.52223,0.424,116159.40036,0.392,11562.86190,0.495,13933.89618,0.695,17869.21372,0.352,193360.18257,0.427,213543.33187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14","C14.raw","1/11/2021 5:21:23 PM","211","","YS0500304","","Yuning",0.283,58781.83502,0.376,6851.16580,0.348,94436.01011,0.423,270630.35629,0.398,15707.25922,0.475,57013.31676,0.542,151497.38957,0.350,165861.07931,0.427,491599.66509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D14","D14.raw","1/11/2021 5:23:10 PM","212","","YS0500304","","Yuning",0.282,30461.35519,0.298,17105.55180,0.347,57991.72711,0.422,23622.29238,0.377,47375.01370,0.468,7486.99702,0.491,11024.05839,0.352,85577.60095,0.427,8657.34870,0.693,4510.14502,0.864,6897.81144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E14","E14.raw","1/11/2021 5:24:57 PM","213","","YS0500304","","Yuning",0.283,55298.45134,0.376,195416.12711,0.347,79147.76106,0.421,33183.06083,0.496,13082.80591,0.515,5881.46358,0.586,20443.95911,0.350,152619.33738,0.427,39960.46597,0,0,0,0,0,0,0,0,0,0,0,0,0.387,13703.23247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,6156.33931,0,0,0,0
"F14","F14.raw","1/11/2021 5:26:44 PM","214","","YS0500304","","Yuning",0.284,51338.15974,0.378,104633.14704,0.348,54362.60622,0.425,48776.72458,0.496,11186.79874,0.537,8395.95824,0.863,3330.23960,0.352,97543.77559,0.427,53667.89463,0,0,0,0,0,0,0,0,0,0,0,0,0.387,5574.31187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G14","G14.raw","1/11/2021 5:28:32 PM","215","","YS0500304","","Yuning",0.282,26139.51916,0.299,19845.23641,0.350,35662.56323,0.425,12659.88560,0.377,20045.15886,0.494,9792.36184,0,0,0.352,43831.16995,0.427,5006.30136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H14","H14.raw","1/11/2021 5:30:19 PM","216","","YS0500304","","Yuning",0.283,59379.81173,0.378,87749.15786,0.347,79353.79903,0.423,86770.10141,0.540,10042.75106,0.861,7010.19768,0.892,5799.82640,0.352,153192.40011,0.427,151208.90608,0,0,0,0,0,0,0,0,0.493,34475.42867,0.496,104537.31628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I14","I14.raw","1/11/2021 5:32:07 PM","217","","YS0500304","","Yuning",0.285,79063.57765,0.398,4435.34651,0.349,88643.73626,0.424,120720.23021,0.491,39354.24757,0.535,6173.04151,0.556,5687.56531,0.350,120267.83715,0.427,196137.52449,0.693,4302.46640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J14","J14.raw","1/11/2021 5:33:54 PM","218","","YS0500304","","Yuning",0.285,50048.87260,0.402,28410.92431,0.349,69405.80223,0.424,116347.41742,0.483,18418.94699,0.534,4871.75028,0.881,11770.07761,0.352,113728.30462,0.427,209320.69552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14","K14.raw","1/11/2021 5:35:40 PM","219","","YS0500304","","Yuning",0.283,94216.65712,0.377,314726.18309,0.348,134170.74878,0.425,128651.21069,0.496,36889.35387,0.536,24766.42990,0.694,8275.49195,0.352,237837.86102,0.427,139643.58791,0,0,0,0,0,0,0,0,0,0,0,0,0.385,20247.08385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L14","L14.raw","1/11/2021 5:37:27 PM","220","","YS0500304","","Yuning",0.284,73426.15674,0.377,293528.16613,0.347,113412.57617,0.421,40026.49614,0.495,15141.48103,0.609,6584.40071,0.626,9725.99897,0.350,180766.43439,0.427,38868.34383,0,0,0,0,0,0,0,0,0,0,0,0,0.385,11420.56288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M14","M14.raw","1/11/2021 5:39:15 PM","221","","YS0500304","","Yuning",0.283,56724.58605,0.376,35000.29856,0.347,115416.64816,0.423,233437.45933,0.482,15092.22701,0.532,4957.74130,0.881,7512.94770,0.350,193668.15407,0.427,464631.85029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N14","N14.raw","1/11/2021 5:41:02 PM","222","","YS0500304","","Yuning",0.283,33954.10550,0.300,30958.74568,0.347,111378.72669,0.424,48380.92921,0.378,215943.71877,0.475,32919.40594,0.536,8150.19620,0.350,213380.14901,0.427,85437.50056,0.694,7686.50307,0.890,6915.42943,0,0,0,0,0,0,0,0,0,0,0.383,13043.45614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O14","O14.raw","1/11/2021 5:42:49 PM","223","","YS0500304","","Yuning",0.284,37574.68412,0.377,44149.95940,0.348,62739.09212,0.424,105022.76517,0.475,5546.05298,0.491,11714.80245,0.520,3391.18251,0.352,114585.72282,0.427,214314.60974,0.844,3926.40958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P14","P14.raw","1/11/2021 5:44:35 PM","224","","YS0500304","","Yuning",0.284,49565.81193,0.377,329160.09667,0.348,140241.28196,0.424,88915.96772,0.496,40852.61191,0.541,18832.66002,0,0,0.352,252836.19188,0.427,135549.88785,0,0,0,0,0,0,0,0,0,0,0,0,0.387,22256.46580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A15","A15.raw","1/11/2021 5:46:22 PM","225","","YS0500304","","Yuning",0.283,62527.09413,0.373,11628.25794,0.347,61809.60305,0.423,150153.24736,0.473,47773.30857,0.539,8044.64087,0.842,5711.05692,0.350,109803.02289,0.427,308287.17059,0.884,5703.99574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B15","B15.raw","1/11/2021 5:48:10 PM","226","","YS0500304","","Yuning",0.282,57287.08505,0.328,53604.71710,0.347,139083.98449,0.424,178084.04491,0.399,11225.64815,0.475,10775.54018,0.695,25319.24691,0.350,173226.08318,0.427,320550.45913,0.853,7039.67889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15","C15.raw","1/11/2021 5:49:57 PM","227","","YS0500304","","Yuning",0.284,52793.79184,0.375,9236.67695,0.347,108981.67389,0.424,322929.68908,0.398,19885.74527,0.475,101959.36008,0.543,42381.79616,0.352,181723.33914,0.427,663194.59804,0.734,107474.12603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
